,Payment_of_Min_Amount,Credit_Score,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Occupation_Accountant,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_Media_Manager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,Payment_Behaviour_High_spent_Large_value_payments,Payment_Behaviour_High_spent_Medium_value_payments,Payment_Behaviour_High_spent_Small_value_payments,Payment_Behaviour_Low_spent_Large_value_payments,Payment_Behaviour_Low_spent_Medium_value_payments,Payment_Behaviour_Low_spent_Small_value_payments
49,0,1,0.17647058823529413,0.41801731201559816,0.5077704061701644,0.0,-0.6666666666666666,-0.14285714285714285,-0.25,-0.6111111111111112,-0.875,-0.47175421209117946,-0.8,-0.6920529602317461,-0.764377248401986,0.3963687696877147,0.8480690016968969,0.3548492803484191,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
50,1,1,0.17647058823529413,0.41801731201559816,0.5077704061701644,0.0,-0.6666666666666666,-0.14285714285714285,-0.25,-0.6111111111111112,-0.625,-0.5708622398414273,-0.8,-0.6920529602317461,-0.3181873738878568,0.3963687696877147,0.11425858708839598,0.8481274439774743,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
51,0,1,0.17647058823529413,0.41801731201559816,0.0,0.0,-0.6666666666666666,-0.14285714285714285,-0.25,-0.3333333333333333,-0.5,-0.47175421209117946,-0.8,-0.6920529602317461,-0.09860678941735489,0.3963687696877147,-0.680727579872486,1.4535956867098623,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
52,0,1,0.17647058823529413,0.41801731201559816,0.5077704061701644,0.0,-0.6666666666666666,-0.14285714285714285,-0.25,-0.6111111111111112,-1.0,-0.9672943508424184,-0.8,-0.6920529602317461,-0.581209825112604,0.3963687696877147,2.6727695142592247,-1.0528427801667666,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
53,0,1,0.17647058823529413,0.41801731201559816,0.5077704061701644,0.0,-0.6666666666666666,-0.14285714285714285,-0.25,-0.6111111111111112,-0.875,0.12289395441030708,-0.8,-0.6920529602317461,0.2973646272294583,0.3963687696877147,0.7709192333538453,0.5413401076590945,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
54,0,1,0.17647058823529413,0.41801731201559816,0.5077704061701644,0.0,-0.6666666666666666,-0.14285714285714285,-0.25,-0.6111111111111112,-0.875,-0.47175421209117946,-0.8,-0.6920529602317461,-1.0556499978788825,0.3963687696877147,3.692309398683391,-1.9074489778908148,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
55,0,1,0.23529411764705882,0.41801731201559816,0.5077704061701644,0.0,-0.6666666666666666,-0.14285714285714285,-0.25,-0.6111111111111112,-0.875,-0.47175421209117946,0.0,-0.6920529602317461,0.3587480485029753,0.3963687696877147,0.22587796618260536,0.8763868123687337,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
56,1,0,0.23529411764705882,0.41801731201559816,0.5077704061701644,0.0,-0.6666666666666666,-0.14285714285714285,-0.25,-0.6111111111111112,-0.875,-0.47175421209117946,0.0,-0.6920529602317461,0.09364402064414487,0.3963687696877147,2.6747727078472523,-1.0545219117845905,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
57,1,0,0.4117647058823529,-0.5592215004188874,0.0,0.0,-0.3333333333333333,1.1428571428571428,0.75,0.1111111111111111,-0.75,-0.14271555996035692,-0.2,0.7644555830012802,-0.8980233656523944,-0.3314437519742555,-0.828119272925607,-0.2922802867825077,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
58,1,0,0.4117647058823529,-0.5592215004188874,-0.7793374088309631,0.0,-0.3333333333333333,1.1428571428571428,0.75,0.1111111111111111,-0.75,-0.14271555996035692,-0.2,0.7644555830012802,0.927234940778239,-0.3314437519742555,-0.6708043017116426,-0.42414599546948784,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
59,1,0,0.4117647058823529,-0.5592215004188874,-0.7793374088309631,0.0,-0.3333333333333333,1.1428571428571428,0.75,0.1111111111111111,-0.125,-0.14271555996035692,-0.2,0.7644555830012802,0.5205574540356245,-0.3314437519742555,-0.5913377885859222,-0.4907569987919491,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
60,1,1,0.4117647058823529,-0.5592215004188874,-0.7793374088309631,0.0,-0.3333333333333333,1.1428571428571428,0.75,0.05555555555555555,-1.0,-0.14271555996035692,-0.2,0.7644555830012802,0.0009159593513221616,-0.3314437519742555,-0.7748986530547615,-0.2150694822246589,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
61,1,1,0.4117647058823529,-0.5592215004188874,-0.7793374088309631,0.0,-0.3333333333333333,1.1428571428571428,0.75,0.05555555555555555,-0.75,-0.14271555996035692,-0.2,0.7644555830012802,0.6028590119273958,-0.3314437519742555,-0.556196528295023,-0.3983915808796358,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
62,1,1,0.4117647058823529,-0.5592215004188874,-0.7793374088309631,0.0,-0.3333333333333333,1.1428571428571428,0.75,0.1111111111111111,-0.75,-0.14271555996035692,0.4,0.7644555830012802,-0.38859429745290575,-0.3314437519742555,0.06352928236493689,-0.33812436227446346,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
63,1,0,0.23529411764705882,-0.19894380920380167,-0.20458479594776782,0.5,0.3333333333333333,-0.14285714285714285,0.25,-0.2777777777777778,-0.125,-0.24479682854311205,-0.4,-0.34394100571552205,0.6323913036441193,0.20528131883652348,-0.5371750527724553,0.10274996333152167,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
64,0,1,0.29411764705882354,-0.19894380920380167,-0.20458479594776782,0.5,0.3333333333333333,-0.14285714285714285,0.25,-0.2777777777777778,-0.625,-0.24479682854311205,-0.4,-0.34394100571552205,-0.7923422974983814,0.20528131883652348,-0.2602292827613365,-0.007571767931539172,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
67,0,1,0.29411764705882354,-0.19894380920380167,-0.20458479594776782,0.5,0.3333333333333333,-0.14285714285714285,0.25,-0.2777777777777778,-0.625,-0.24479682854311205,-0.4,-0.34394100571552205,0.2963291274361188,0.20528131883652348,-0.4744920041067868,0.11111821004770901,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
68,0,1,0.29411764705882354,-0.19894380920380167,-0.20458479594776782,0.5,0.3333333333333333,-0.14285714285714285,0.25,-0.2777777777777778,-0.125,0.052527254707631255,-0.4,-0.34394100571552205,-0.2362618804334631,0.20528131883652348,0.0237783404171101,-0.12381293753773431,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
69,1,1,0.29411764705882354,-0.19894380920380167,-0.20458479594776782,0.5,0.3333333333333333,-0.14285714285714285,0.25,-0.3333333333333333,-0.25,-0.24479682854311205,-0.4,-0.34394100571552205,0.8597011417769023,0.20528131883652348,0.45625531179850237,-0.5472378470311573,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
70,0,1,-0.11764705882352941,-0.06104313117730556,-0.045105551920676605,0.0,0.0,-0.6428571428571429,-0.5,-0.7222222222222222,-0.125,-0.39841427155599607,-1.2,-0.3080131499077463,0.24549302878637944,-0.2602473729810548,0.1847482681071068,0.34315882984476237,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
71,0,1,-0.11764705882352941,-0.06104313117730556,-0.045105551920676605,0.0,0.0,-0.6428571428571429,-0.5,-0.7222222222222222,-0.125,-0.39841427155599607,-1.2,-0.3080131499077463,-0.1544930956674191,-0.2602473729810548,-0.6071831645502269,0.8242447280027815,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
72,1,1,-0.058823529411764705,-0.06104313117730556,0.0,0.0,0.0,-0.6428571428571429,-0.5,-0.7222222222222222,-0.125,-0.39841427155599607,-1.2,-0.3080131499077463,0.2600561402058978,-0.2602473729810548,-0.10394365421363835,0.46332650702575723,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
73,0,1,-0.058823529411764705,-0.06104313117730556,-0.045105551920676605,0.0,0.0,-0.6428571428571429,-0.5,-0.7222222222222222,0.125,-0.39841427155599607,-1.2,-0.3080131499077463,0.46559325939356977,-0.2602473729810548,-0.21392909371542604,0.6164301999897325,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
74,0,1,0.7647058823529411,-0.054822594723409154,-0.05836687003751677,0.0,0.3333333333333333,0.07142857142857142,0.5,-0.5555555555555556,-0.375,-0.1070366699702676,0.2,-0.02845741004513528,-0.37371680485071995,0.21944025031191686,0.9289188350327267,-0.6599332093251111,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
